1.722502677886835754e+00	-2.224760626137115782e+00	1.000000000000000000e+00
-1.690674546622648711e+00	-2.977313703160999303e+00	2.000000000000000000e+00
-2.048772247518160672e+00	-1.111861962509117507e+00	2.000000000000000000e+00
-1.853138816941736433e+00	1.198188966203930228e+00	0.000000000000000000e+00
-2.738409778033343400e+00	-5.302312766631558372e-01	2.000000000000000000e+00
-2.513699796798434694e+00	1.985262516902428942e+00	0.000000000000000000e+00
-2.638445850402474591e+00	-1.577848064761759206e+00	2.000000000000000000e+00
1.273971969274296567e+00	-7.275636925359965090e-01	1.000000000000000000e+00
-2.165933581301665356e+00	-1.698765309826788084e+00	0.000000000000000000e+00
2.348688398889021478e+00	-2.316518251664096084e+00	1.000000000000000000e+00
-1.849140370230227814e+00	8.875966267136137233e-01	0.000000000000000000e+00
-1.359866375525503379e+00	9.193385796135493671e-01	0.000000000000000000e+00
-1.476245956060310061e+00	1.386630753214993295e+00	0.000000000000000000e+00
1.023138437152665947e+00	-5.193943721125477975e-01	1.000000000000000000e+00
-1.890512768127495136e+00	-1.339344835913971909e+00	2.000000000000000000e+00
1.947601173603352276e+00	-2.478139023600335555e+00	1.000000000000000000e+00
1.879831456317405447e+00	-1.886883362864008484e+00	1.000000000000000000e+00
-4.351985890249208122e-01	8.456753550154385568e-01	0.000000000000000000e+00
1.514245403457767036e+00	-1.907904413794045517e+00	1.000000000000000000e+00
-1.237665794423054244e+00	9.930814012032198601e-01	0.000000000000000000e+00
-1.504395888758312871e+00	3.008922747912163409e+00	0.000000000000000000e+00
-2.538487846880834731e+00	-2.286526435191493789e-02	2.000000000000000000e+00
-1.318086550236306165e+00	1.616450529580741202e+00	0.000000000000000000e+00
-1.796852601044415465e+00	-2.097165403874011513e+00	2.000000000000000000e+00
-2.970130018084132129e+00	-1.703623161049432344e-01	2.000000000000000000e+00
6.705736164766653573e-01	-1.069081833899836464e-01	1.000000000000000000e+00
1.186429277531879656e+00	-5.435695080040352511e-01	1.000000000000000000e+00
-2.346425801577386228e+00	-1.635303761924842059e+00	2.000000000000000000e+00
-9.554658916034093341e-01	-3.235392596296615686e+00	2.000000000000000000e+00
-2.538903255804408232e+00	2.637117641353178943e+00	0.000000000000000000e+00
1.706162005381684166e+00	-1.958202611320882580e+00	1.000000000000000000e+00
2.130908555585463215e+00	-2.126810488152230949e+00	1.000000000000000000e+00
-2.086911511437679945e+00	8.860212296124576614e-01	0.000000000000000000e+00
1.586690583043232738e+00	-6.041972386244223170e-01	1.000000000000000000e+00
-1.644387665212311722e+00	-2.127223539278710884e+00	2.000000000000000000e+00
2.012910891590467877e+00	-1.164468739340706271e+00	1.000000000000000000e+00
1.178911696146557775e+00	-1.054494447992298634e+00	1.000000000000000000e+00
2.004132894110144392e+00	-2.018995381964304059e+00	1.000000000000000000e+00
-1.579762017694277043e+00	-1.628183776407607253e+00	2.000000000000000000e+00
-2.401209564347349890e+00	-5.975444648792249680e-01	2.000000000000000000e+00
-2.555861793858237085e+00	3.834323917069350607e+00	0.000000000000000000e+00
-2.141019919778488045e+00	-6.249298108268979135e-01	2.000000000000000000e+00
-1.583560173787552428e+00	1.812586308770986365e+00	0.000000000000000000e+00
1.758733927912033090e+00	-1.959976094610487607e+00	1.000000000000000000e+00
-1.212288123841567256e+00	-3.829548411090228033e+00	2.000000000000000000e+00
-7.763556245086526975e-01	3.653040220166507979e-01	0.000000000000000000e+00
-1.394528761744173950e+00	-2.169472378870829665e+00	2.000000000000000000e+00
-2.979784136868594668e+00	-2.612727287605969284e-01	2.000000000000000000e+00
-2.058131589818684937e+00	2.075609190584449149e+00	0.000000000000000000e+00
-2.680907087306674708e+00	-9.071511960804197194e-01	2.000000000000000000e+00
-1.244753816811127844e+00	-2.605315001768925942e+00	2.000000000000000000e+00
1.834092616686893162e+00	-1.535359418845499979e+00	1.000000000000000000e+00
2.083237367446495014e+00	-2.372243834751764258e+00	1.000000000000000000e+00
-2.537898769550375189e+00	3.244720946358964575e+00	0.000000000000000000e+00
2.335752170451105947e+00	-2.429911384669902752e+00	1.000000000000000000e+00
1.779534687912101010e+00	-1.998654074470899378e+00	1.000000000000000000e+00
2.347233902682720252e+00	-2.458786272998612521e+00	1.000000000000000000e+00
-1.162103426517315352e+00	1.226291060605067207e+00	0.000000000000000000e+00
2.104336336120194773e+00	-1.756959794151745413e+00	1.000000000000000000e+00
1.867845243839390879e+00	-1.112946046098045372e+00	1.000000000000000000e+00
-2.182633928116723521e+00	-2.196034853536705356e+00	2.000000000000000000e+00
1.354356911048553158e+00	-4.222092764415783517e-01	1.000000000000000000e+00
-2.349985400315272255e+00	-8.236960054993200941e-01	2.000000000000000000e+00
-3.458914072104191995e+00	-5.832259140899023198e-01	2.000000000000000000e+00
8.642340944295261451e-01	-2.271033375396414034e-01	1.000000000000000000e+00
-2.394466081827000714e+00	-1.214906696670717379e+00	2.000000000000000000e+00
-1.100687011005270666e+00	1.564749771432260683e+00	0.000000000000000000e+00
1.193749662658339927e+00	-1.383971146815116571e+00	1.000000000000000000e+00
-2.352542388695517683e+00	-1.228449899234118625e+00	2.000000000000000000e+00
2.519396588826584793e+00	-1.457836397708632825e+00	1.000000000000000000e+00
-1.446646582254215163e+00	-1.227964976542396336e+00	2.000000000000000000e+00
1.966654548494238153e+00	-2.207155777394573359e+00	1.000000000000000000e+00
-1.758998209175236305e+00	2.777049423538673345e+00	0.000000000000000000e+00
-2.043412604388692877e+00	-2.830746098322893367e+00	2.000000000000000000e+00
1.267648877213447545e+00	-9.901109838516921613e-01	1.000000000000000000e+00
-1.341900387201447220e+00	-3.821976614938739747e+00	2.000000000000000000e+00
-1.777921681782144159e+00	-2.508294897468401174e+00	2.000000000000000000e+00
-1.772525562021332046e+00	5.877269365468500428e-01	0.000000000000000000e+00
-3.686430561545212203e+00	3.524825168464375214e+00	0.000000000000000000e+00
-8.221496878209482162e-01	1.994556500245864283e+00	0.000000000000000000e+00
-3.054741987743087694e+00	-5.075706608688002053e-01	2.000000000000000000e+00
1.161349383426343973e+00	-7.420905529292276537e-01	1.000000000000000000e+00
-2.563455486397917760e+00	3.679826535572017221e-01	2.000000000000000000e+00
2.047257406372516186e+00	-1.290329565612335916e+00	1.000000000000000000e+00
-1.973716506125868797e+00	-3.093811886675968736e+00	2.000000000000000000e+00
-1.498040374706260280e+00	1.518695886989551935e+00	0.000000000000000000e+00
3.323851432748237578e+00	-2.947810915902731921e+00	1.000000000000000000e+00
1.522978460986113891e+00	-1.423606032496957496e+00	1.000000000000000000e+00
-2.748262485592668281e+00	2.068044353127360235e+00	0.000000000000000000e+00
-1.891963379918388366e+00	2.303008815691586886e+00	0.000000000000000000e+00
-2.526476356573930993e+00	8.062739104251737121e-01	0.000000000000000000e+00
1.407210417452532614e+00	-6.429541928959183750e-01	1.000000000000000000e+00
-2.018605596486614751e+00	1.764351154051684079e+00	0.000000000000000000e+00
-3.711464912512344227e+00	3.167394174528321837e+00	0.000000000000000000e+00
-2.310277204751157498e+00	-1.411576150271594443e+00	2.000000000000000000e+00
-2.081154776260614625e+00	1.467336586908615903e+00	0.000000000000000000e+00
1.498407303769630161e+00	-7.592781267212471707e-01	1.000000000000000000e+00
-1.917455018708669856e+00	-2.745938053283313973e+00	2.000000000000000000e+00
1.578972206548932444e+00	-2.702356276222110054e+00	1.000000000000000000e+00
1.661990794025925089e+00	-1.508197646133275116e+00	1.000000000000000000e+00
-8.885016417385855902e-01	1.032546435975766119e+00	0.000000000000000000e+00
-2.809490517591075154e+00	2.368443811216232042e+00	0.000000000000000000e+00
-3.527881143357930682e+00	3.320418965287843971e+00	0.000000000000000000e+00
-1.602322209971735578e+00	-2.169425565447487436e+00	2.000000000000000000e+00
-2.822714176836885969e+00	1.885957824828301099e+00	0.000000000000000000e+00
-2.427767964537545176e+00	-1.910710056795913214e+00	2.000000000000000000e+00
1.220986216277968994e+00	-2.588980726746692440e-01	1.000000000000000000e+00
1.821266581071144808e+00	-1.938829516257116747e+00	1.000000000000000000e+00
-2.634530826159047212e+00	-6.277325200776331382e-01	2.000000000000000000e+00
-1.406489295620304336e+00	1.758902553441507477e+00	0.000000000000000000e+00
-1.283725840806446694e+00	-2.878071046196220450e+00	2.000000000000000000e+00
-2.272251133554038294e+00	-9.781702477594447220e-01	2.000000000000000000e+00
-2.031679157332351604e+00	-1.209170234205036998e+00	2.000000000000000000e+00
-1.686431599494244482e+00	1.355995100821087762e+00	0.000000000000000000e+00
1.702703251110158300e+00	-1.661261805529421265e+00	1.000000000000000000e+00
1.654181664108352656e+00	-1.314554269834677047e+00	1.000000000000000000e+00
2.047280026067094028e+00	-1.628338085765080212e+00	1.000000000000000000e+00
-2.354917217091239579e+00	-2.034520616857728559e+00	2.000000000000000000e+00
